"Отметка времени","What is the highest role you have in the team?","Who are you? Please use your discord name starting with a capital letter without the numbers. Don't use your server nickname.","When did you play to? Note that if you didn't play until the end of the Weltkrieg it doesn't count towards the two games per month minimum.","Who won the Spanish Civil War?","When did the Spanish Civil War end?","Who won the Indochinese War?","When did the Indochinese civil war end?","Who won the American Civil War?","If the American Civil War was a two-way, who won it?","If the American Civil War was a three-way, who won it?","If MacArthur retreated EAST, who won the ACW?","If MacArthur retreated WEST, who won the ACW?","If MacArthur did NOT retreat, who won the ACW?","When did the American Civil War end?","Did Canada intervene in the ACW?","When did the 2nd Weltkrieg start?","When did the 2nd Weltkrieg end?","Who won the Franco-German part of the 2nd Weltkrieg?","Who won the Russo-German part of the 2nd Weltkrieg?","If the Reichspakt lost the 2nd Weltkrieg, when did they fall?","If the Internationale lost the 2nd Weltkrieg, when did France fall?","If the Internationale lost the 2nd Weltkrieg, when did Britain fall?","If Russia lost the 2nd Weltkrieg, when did they fall?","Did the Entente collapse?","If the Entente is alive, when did it join the Weltkrieg?","If Canada was defeated, when did they fall?","If Canada was defeated, who caused it?","If National France was defeated, when did they fall?","If National France was defeated, who did it?","If Austria is alive, when did it join the Weltkrieg?","If Austria intervened in the Weltkrieg and lost, when did they fall?","If the Pact won against Bulgaria, when did they attack Austria?","Did the Belgrade Pact win against Austria?","Did National France land on the mainland?","Did Canada land on Britain?","Who controls most of the Italian peninsula?","Who won the Argentinian-Chilean war?","When did the Argentinian-Chilean War end?","Who won the Argentinian-Brazilian war?","Who won the Fourth Balkan War? If one side is close to winning put them down.","When did the Fourth Balkan War end?","If the Ottomans went Kemalist and Russia DID NOT intervene against them, who won the War in the Desert?","If the Ottomans went Federalist and Russia DID NOT intervene against them, who won the War in the Desert? If one side is close to winning, put them down.","If the Ottomans went Kemalist and Russia DID intervene against them, who won the War in the Desert? If one side is close to winning, put them down.","If the Ottomans went Federalist and Russia DID intervene against them, who won the War in the Desert? If one side is close to winning, put them down.","When did the War in the Desert end?","Did Azerbaijan join the Ottomans against Persia?","Which tags revolted against the Ottomans during the course of the game? Check all that apply.","Who controls most of the Indian subcontinent?","Did the Netherlands go socialist?","Which faction did Greece join?","When did the Zhifeng War start?","When did the Second Sino-Japanese War start?","When did the Fading Sun happen?","When was Sichuan annexed?","When was Yunnan annexed?","When was Shanxi annexed?","When was Qing annexed?","When was Fengtian annexed?","Did Japan go to war with Russia?","Who united China?","How far did Japan push into China (if they attacked)?","Who won the Xinjiang Civil War?","When did the Xinjiang Civil War end?","Who won the Northwestern War?","When did the Northwestern War end?","Who was the victor of the League War?","When did the League War end?"
"2022/10/26 1:19:17 AM GMT+4","Dev","Pelmen","1945","CNT-FAI","1937, quarter 4","GEA (with or without Vietnam)","1938, quarter 1","CSA","","","","","CSA","1941, quarter 4","No","Late 1940","1941, quarter 2","Reichspakt","Reichspakt","","1941, quarter 2","","1945, quarter 3","No","1940, quarter 4","","","","","1940, quarter 4","","Did not join","","No","No","Split between starting nations","Chile","1938, quarter 1","Brazil","The Pact","1937, quarter 3","","Nobody","","","Did not end","No","Iraq;Kurdistan;Armenia;Cyrenaica","Princely Federation/Hyderabad","No","Moscow Accord","1938, quarter 4","1941","Did not happen","1940","Did not happen","1940","Did not happen","1944","No","Fengtian alone","Conquered all of China","Republic of East Turkestan","1939","Mongolia and Tibet","1939","Anqing Clique","1938 or later"
"2022/10/26 1:19:32 AM GMT+4","Dev","Pelmen","1946","Kingdom of Spain","1939, quarter 1","GEA (with or without Vietnam)","1940, quarter 2","USA","","","USA","","","1944, quarter 1","No","Early 1940","1941, quarter 3","Reichspakt","Nobody","","1941, quarter 3","","","No","1940, quarter 3","","","","","1940, quarter 4","","1940, quarter 4","No","No","No","Split between starting nations","Chile","1938, quarter 1","Did not happen","The Pact","1937, quarter 2","The Cairo Pact","","","","1939, quarter 1","Yes, but OTT still lost the war","Iraq;Hejaz;Cyprus;Armenia;Tripolitania;Cyrenaica","Dominion of India","Yes","Belgrade Pact","1938, quarter 4","1941","Did not happen","Did not happen","Did not happen","Did not happen","1940","Did not happen","Started by Transamur","Nobody","Conquered all but the interior (Sichuan, Yunnan, Shanxi)","Nobody","Did not end","Mongolia and Tibet","1941","Left Kuomintang","Quarter 4, 1936"
"2022/10/26 1:19:47 AM GMT+4","Dev","Pelmen","1946","CNT-FAI","1938, quarter 1","GEA (with or without Vietnam)","1938, quarter 3","NEE","","","","NEE","","1943, quarter 2","Yes, sided with NEE","Late 1940","1941, quarter 2","Reichspakt","Reichspakt","","1941, quarter 2","Second Peace with Honour","1944, quarter 2","No","1941, quarter 2","","","1945, quarter 3","Germany/the Reichspakt","Did not join","","Did not join","","No","No","Split between starting nations","Argentina","1939, quarter 2","Did not happen","The Pact","1937, quarter 3","","Nobody","","","Did not end","No","Iraq;Armenia;Cyrenaica","Bharatiya Commune","No","Moscow Accord","Did not happen","1945","Did not happen","1941","1945","Did not happen","1944","Did not happen","Started by Transamur","Federalists","Could not push into China","Republic of East Turkestan","1940","Ma Clique","1938","Anqing Clique","Quarter 2, 1937"
"2022/10/26 1:20:02 AM GMT+4","Dev","Pelmen","1946","CNT-FAI","1938, quarter 1","GEA (with or without Vietnam)","1936, quarter 4","PSA","","","PSA","","","1942, quarter 4","Yes, declared war on CSA","Late 1940","1945, quarter 2","Internationale","Russia","1945, quarter 2","","","","No","1940, quarter 4","","","1942, quarter 4","Commune of France","Did not join","1945, quarter 3","1945, quarter 2","Yes, during or after WK2","Yes, was repelled","Yes, was repelled","Socialist Republic of Italy, with INT aid","Chile","1938, quarter 2","Brazil","The Pact","1937, quarter 3","The Cairo Pact","","Nobody","","1939, quarter 4","Yes, but OTT still lost the war","Iraq;Kurdistan;Assyria;Cyprus;Armenia;Tripolitania;Cyrenaica","Bharatiya Commune","Yes","Moscow Accord","Did not happen","Did not happen","Did not happen","1944","Did not happen","Did not happen","Did not happen","Did not happen","Started by Transamur","Nobody","","Republic of East Turkestan","1939","Mongolia and Tibet","1942","Nanjing Clique","Quarter 4, 1936"
"2022/10/26 1:20:16 AM GMT+4","Dev","Pelmen","1945","CNT-FAI","1937, quarter 3","Indochina","1940, quarter 1","USA","","USA","","","","1940, quarter 4","No","Early 1940","1945, quarter 1","Internationale","Russia","1945, quarter 1","","","","No","1940, quarter 3","","","","","1940, quarter 2","","1940, quarter 2","Yes, before WK2","No","No","Split between starting nations","Chile","1938, quarter 4","Did not happen","The Pact","1937, quarter 3","","The Cairo Pact","","","1944, quarter 3","No","Iraq;Armenia;Cyrenaica","Bharatiya Commune","No","Moscow Accord","1937, quarter 2","1939","Did not happen","Did not happen","Did not happen","1940","Did not happen","1940","Started by Transamur","Nobody","Could not push into China","Kumul Khanate","1944","Mongolia and Tibet","1943","Left Kuomintang","Quarter 1, 1937"
"2022/10/26 11:51:34 AM GMT+4","Dev","Pelmen","1946","CNT-FAI","1937, quarter 2","GEA (with or without Vietnam)","1937, quarter 2","USA","USA","","","","","1940, quarter 2","Yes, sided with NEE","Late 1940","1941, quarter 2","Reichspakt","Reichspakt","","1941, quarter 2","","","No","1940, quarter 4","","","","","Did not join","","Did not join","","No","Yes, was repelled","Split between starting nations","Chile","1938, quarter 2","Brazil","The Pact","1938, quarter 4","","Nobody","","","Did not end","No","Iraq;Armenia;Cyrenaica","Split between starting nations","No","Donau-Adriabund","Did not happen","Did not happen","Did not happen","1942","1944","Did not happen","Did not happen","Did not happen","No","Nobody","","Nobody","Did not end","Mongolia and Tibet","1938","Anqing Clique","Quarter 2, 1937"
"2022/10/26 11:51:49 AM GMT+4","Dev","Pelmen","1946","Kingdom of Spain","1938, quarter 4","GEA (with or without Vietnam)","1937, quarter 2","USA","","","USA","","","1944, quarter 2","Yes, sided with USA","1941 or after","1943, quarter 2","Reichspakt","Reichspakt","","1943, quarter 2","","","No","1941, quarter 1","","","1941, quarter 3","Commune of France","Did not join","","1945, quarter 1","No","Yes, successfully","No","Split between starting nations","Chile","1938, quarter 2","Brazil","The Pact","1938, quarter 2","The Cairo Pact","","","","1939, quarter 2","No","Iraq;Kurdistan;Cyprus;Armenia;Tripolitania;Cyrenaica","Bharatiya Commune","No","Moscow Accord","1937, quarter 1","1940","Did not happen","1945","1945","1939","1944","Did not happen","Started by Transamur","Fengtian alone","Conquered all of China","Republic of East Turkestan","1945","Mongolia and Tibet","1938","Anqing Clique","Quarter 1, 1937"
"2022/10/26 11:52:04 AM GMT+4","Dev","Pelmen","1945","CNT-FAI","1937, quarter 4","Nobody","Did not end","PSA","","","PSA","","","1942, quarter 1","Yes, declared war on CSA","Late 1940","Did not end","Nobody","Nobody","","","1943, quarter 1","","No","1940, quarter 4","","","1944, quarter 2","Cairo Pact","1940, quarter 4","","1941, quarter 2","No","Yes, was repelled","Yes, successfully","ANI Italy","Chile","1938, quarter 1","Did not happen","The Pact","1937, quarter 2","The Cairo Pact","","","","1940, quarter 1","Yes, but OTT still lost the war","Hejaz;Assyria;Cyprus;Armenia;Cyrenaica","Split between starting nations","Yes","Reichspakt","Did not happen","Did not happen","Did not happen","Did not happen","1939","Did not happen","Did not happen","Did not happen","Started by Transamur","Nobody","","Nobody","Did not end","Mongolia and Tibet","1939","Nanjing Clique","Quarter 3, 1936"
"2022/10/26 11:52:18 AM GMT+4","Dev","Pelmen","1946","CNT-FAI","1937, quarter 3","Indochina","1939, quarter 2","USA","","","USA","","","1943, quarter 1","No","Late 1940","1945, quarter 1","Reichspakt","Nobody","","1945, quarter 1","","","No","1940, quarter 4","","","","","1940, quarter 4","","1940, quarter 4","No","Yes, successfully","No","Split between starting nations","Chile","1938, quarter 1","Brazil","The Pact","1937, quarter 3","Nobody","","","","Did not end","No","Iraq;Hejaz;Kurdistan;Cyprus;Armenia;Cyrenaica","Split between starting nations","No","Belgrade Pact","1938, quarter 3","1941","Did not happen","Did not happen","1943","1945","1944","Did not happen","Started by Transamur","Nobody","Could not push into China","Republic of East Turkestan","1939","Mongolia and Tibet","1942","Anqing Clique","Quarter 4, 1936"
"2022/10/26 11:52:33 AM GMT+4","Dev","Pelmen","1945","CNT-FAI","1937, quarter 3","Nobody","Did not end","CSA","","","","CSA","","1941, quarter 3","Yes, declared war on CSA","Late 1940","1940, quarter 4","Reichspakt","Reichspakt","","1940, quarter 4","","","Yes, before WK2","Did not join","1942, quarter 3","CSA","1944, quarter 1","Commune of France","1945, quarter 3","","","","Yes, successfully","No","Split between starting nations","Chile","1938, quarter 1","Brazil","Bulgaria","1938, quarter 2","The Cairo Pact","","","","1939, quarter 4","Yes, but OTT still lost the war","Hejaz;Kurdistan;Cyprus;Armenia;Tripolitania;Cyrenaica","Princely Federation/Hyderabad","No","Belgrade Pact","1938, quarter 4","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","No","Nobody","","Republic of East Turkestan","1938","Mongolia and Tibet","1939","Nanjing Clique","Quarter 2, 1937"
"2022/10/26 11:52:48 AM GMT+4","Dev","Pelmen","1945","CNT-FAI","1937, quarter 3","GEA (with or without Vietnam)","1937, quarter 4","USA","USA","","","","","1939, quarter 4","No","Late 1940","1941, quarter 1","Reichspakt","Reichspakt","","1941, quarter 1","","","No","1940, quarter 4","","","","","1941, quarter 1","","1941, quarter 1","No","Yes, successfully","No","Split between starting nations","Argentina","1938, quarter 4","Brazil","The Pact","1937, quarter 4","","Nobody","","","Did not end","No","Iraq;Armenia;Cyrenaica","Bharatiya Commune","No","Moscow Accord","Did not happen","Did not happen","Did not happen","1940","1941","Did not happen","Did not happen","Did not happen","No","Nobody","","Xinjiang Clique","1937","Nobody","Did not end","Anqing Clique","Quarter 1, 1937"
"2022/10/26 11:53:02 AM GMT+4","Dev","Pelmen","1944","CNT-FAI","1937, quarter 3","GEA (with or without Vietnam)","1937, quarter 4","USA","","","USA","","","1942, quarter 2","No","Late 1940","Did not end","Nobody","Nobody","","","","","No","1941, quarter 1","","","1943, quarter 4","Commune of France","1940, quarter 4","1944, quarter 2","1940, quarter 4","Yes, during or after WK2","Yes, was repelled","No","Socialist Republic of Italy, with INT aid","Chile","1938, quarter 3","Did not happen","The Pact","1937, quarter 4","The Cairo Pact","","","","1939, quarter 1","Yes, but OTT still lost the war","Iraq;Hejaz;Kurdistan;Cyprus;Armenia;Tripolitania;Cyrenaica","Princely Federation/Hyderabad","No","Moscow Accord","1939, quarter 1","Did not happen","Did not happen","Did not happen","1942","Did not happen","1941","Did not happen","Started by Transamur","Nobody","","Xinjiang Clique","1936","Mongolia and Tibet","1938","Anqing Clique","Quarter 2, 1937"
"2022/10/26 11:53:16 AM GMT+4","Dev","Pelmen","1945","CNT-FAI","1937, quarter 2","Indochina","1939, quarter 4","USA","","","USA","","","1942, quarter 4","Yes, sided with USA","Mid 1940","1940, quarter 3","Reichspakt","Reichspakt","","1940, quarter 3","","","No","1940, quarter 2","","","","","1940, quarter 3","","1940, quarter 4","No","No","No","Split between starting nations","Chile","1938, quarter 1","Brazil","The Pact","1937, quarter 3","The Cairo Pact","","","","1940, quarter 3","No","Kurdistan;Assyria;Cyprus;Armenia;Cyrenaica","Split between starting nations","Yes","Moscow Accord","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","Started by Transamur","Nobody","","Nobody","Did not end","Nobody","Did not end","Nanjing Clique","Quarter 1, 1937"
"2022/10/26 11:53:31 AM GMT+4","Dev","Pelmen","1945","CNT-FAI","1937, quarter 3","GEA (with or without Vietnam)","1937, quarter 4","NEE","","","","NEE","","1944, quarter 3","Yes, sided with NEE","Late 1940","1944, quarter 3","Internationale","Russia","1944, quarter 3","1941, quarter 4","","","No","1940, quarter 4","","","1943, quarter 4","Commune of France","1940, quarter 4","","1940, quarter 4","No","Yes, successfully","No","Split between starting nations","Chile","1938, quarter 1","Did not happen","The Pact","1937, quarter 3","The Cairo Pact","","","","1939, quarter 2","No","Iraq;Hejaz;Kurdistan;Cyprus;Armenia;Tripolitania","Bharatiya Commune","No","Moscow Accord","1939, quarter 4","Did not happen","Did not happen","Did not happen","1944","Did not happen","Did not happen","Did not happen","Started by Transamur","Nobody","","Republic of East Turkestan","1938","Ma Clique","1943","Nanjing Clique","Quarter 1, 1937"
"2022/10/26 11:53:46 AM GMT+4","Dev","Pelmen","1946","CNT-FAI","1937, quarter 3","GEA (with or without Vietnam)","1938, quarter 2","CSA","","","","CSA","","1941, quarter 2","No","Late 1940","1941, quarter 3","Reichspakt","Nobody","","1941, quarter 3","","","No","1940, quarter 4","","","","","1941, quarter 2","","1941, quarter 2","No","Yes, successfully","No","Two Sicilies","Chile","1938, quarter 1","Brazil","The Pact","1937, quarter 3","The Cairo Pact","","","","1944, quarter 1","Yes, but OTT still lost the war","Kurdistan;Cyprus;Armenia;Tripolitania;Cyrenaica","Bharatiya Commune","No","Belgrade Pact","1938, quarter 2","1944","Did not happen","1945","1945","1945","1941","Did not happen","No","Nobody","Conquered all of China","Nobody","Did not end","Ma Clique","1944","","Quarter 1, 1937"
"2022/10/26 11:54:00 AM GMT+4","Dev","Pelmen","1945","CNT-FAI","1937, quarter 4","GEA (with or without Vietnam)","1937, quarter 4","USA","","USA","","","","1939, quarter 1","No","Late 1940","1941, quarter 3","Reichspakt","Reichspakt","","1941, quarter 3","1943, quarter 3","","No","1941, quarter 1","","","","","Did not join","","Did not join","","Yes, successfully","Yes, successfully","Split between starting nations","Chile","1938, quarter 2","Did not happen","The Pact","1937, quarter 1","","Nobody","","","Did not end","No","Iraq;Kurdistan;Armenia;Cyrenaica","Dominion of India","No","Donau-Adriabund","1939, quarter 2","1941","Did not happen","1940","Did not happen","Did not happen","Did not happen","1943","No","Nobody","Could not push into China","Nobody","Did not end","Mongolia and Tibet","1938","Nanjing Clique","Quarter 1, 1937"
"2022/10/26 11:54:16 AM GMT+4","Dev","Pelmen","1945","CNT-FAI","1937, quarter 3","GEA (with or without Vietnam)","1937, quarter 1","CSA","","","CSA","","","1941, quarter 4","No","Late 1940","1944, quarter 2","Internationale","Russia","1944, quarter 2","1941, quarter 2","","","Yes, during or after WK2","1941, quarter 1","1943, quarter 1","CSA","1945, quarter 1","Cairo Pact","1940, quarter 4","1944, quarter 4","1940, quarter 4","Yes, during or after WK2","Yes, successfully","No","Socialist Republic of Italy, with INT aid","Chile","1938, quarter 1","Did not happen","The Pact","1937, quarter 2","The Cairo Pact","","","","1939, quarter 2","No","Kurdistan;Cyprus;Armenia;Tripolitania;Cyrenaica","Bharatiya Commune","No","Reichspakt","1937, quarter 1","1944","Did not happen","1940","1944","1938","1945","Did not happen","Started by Russia","Nobody","Conquered all of China","Xinjiang Clique","1936","Mongolia and Tibet","1941","Anqing Clique","Quarter 4, 1936"
"2022/10/26 11:54:31 AM GMT+4","Dev","Pelmen","1945","CNT-FAI","1937, quarter 3","GEA (with or without Vietnam)","1937, quarter 4","USA","","","USA","","","1943, quarter 2","Yes, sided with USA","Late 1940","1941, quarter 3","Reichspakt","Reichspakt","","1941, quarter 3","","","No","1940, quarter 4","","","","","1944, quarter 1","","1944, quarter 2","No","Yes, successfully","No","Split between starting nations","Chile","1938, quarter 1","Brazil","The Pact","1937, quarter 2","The Cairo Pact","","","","1940, quarter 1","No","Kurdistan;Assyria;Cyprus;Armenia;Tripolitania;Cyrenaica","Princely Federation/Hyderabad","No","Moscow Accord","1940, quarter 1","1941","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","Started by Transamur","Nobody","Conquered only the coastal states","Republic of East Turkestan","1939","Mongolia and Tibet","1939","Nanjing Clique","Quarter 4, 1936"
"2022/10/26 11:54:46 AM GMT+4","Dev","Pelmen","1946","CNT-FAI","1938, quarter 2","GEA (with or without Vietnam)","1938, quarter 1","CSA","","","","CSA","","1943, quarter 2","Yes, sided with NEE","Late 1940","1942, quarter 4","Reichspakt","Nobody","","1942, quarter 4","","","Yes, during or after WK2","1940, quarter 3","1944, quarter 2","CSA","1942, quarter 1","Commune of France","1942, quarter 1","1943, quarter 4","1942, quarter 1","Yes, during or after WK2","Yes, successfully","No","Split between starting nations","Chile","1938, quarter 2","Did not happen","The Pact","1937, quarter 3","The Cairo Pact","","Nobody","","1939, quarter 1","Yes, but OTT still lost the war","Iraq;Hejaz;Kurdistan;Cyprus;Armenia;Tripolitania;Cyrenaica","Bharatiya Commune","No","Moscow Accord","1937, quarter 2","1941","Did not happen","1943","Did not happen","1939","Did not happen","Did not happen","Started by Transamur","Nobody","Conquered all but the interior (Sichuan, Yunnan, Shanxi)","Nobody","Did not end","Mongolia and Tibet","1939","Anqing Clique","Quarter 1, 1937"
"2022/10/26 11:55:02 AM GMT+4","Dev","Pelmen","1945","CNT-FAI","1938, quarter 1","Nobody","Did not end","CSA","","","","","CSA","1942, quarter 2","Yes, declared war on CSA","Late 1940","1945, quarter 4","Internationale","Socialist Russia","1945, quarter 4","1943, quarter 2","","","Yes, before WK2","Did not join","1942, quarter 2","CSA","","","1941, quarter 3","","1941, quarter 3","No","No","No","Split between starting nations","Chile","1938, quarter 2","Argentina","The Pact","1937, quarter 4","","Nobody","","","Did not end","No","Iraq;Kurdistan;Armenia;Cyrenaica","Princely Federation/Hyderabad","No","Belgrade Pact","1938, quarter 2","1941","Did not happen","1944","1943","1944","1943","Did not happen","No","Nobody","Conquered all of China","Republic of East Turkestan","1941","Mongolia and Tibet","1939","Left Kuomintang","Quarter 1, 1937"
"2022/10/26 4:09:01 PM GMT+4","Dev","Pelmen","1945","CNT-FAI","1937, quarter 4","GEA (with or without Vietnam)","1937, quarter 3","USA","","","USA","","","1943, quarter 2","Yes, sided with USA","Mid 1940","Did not end","Nobody","Nobody","","","","","No","1940, quarter 4","","","1941, quarter 2","Commune of France","1940, quarter 4","1944, quarter 4","Did not join","","Yes, was repelled","No","Socialist Republic of Italy, with INT aid","Chile","1938, quarter 1","Brazil","The Pact","1937, quarter 2","The Cairo Pact","","","","1939, quarter 3","Yes, but OTT still lost the war","Iraq;Kurdistan;Cyprus;Armenia;Tripolitania;Cyrenaica","Bharatiya Commune","No","Moscow Accord","1938, quarter 3","1940","Did not happen","1940","Did not happen","1943","1939","Did not happen","No","Nobody","Conquered all but the interior (Sichuan, Yunnan, Shanxi)","Nobody","Did not end","Mongolia and Tibet","1940","Left Kuomintang","Quarter 1, 1937"
"2022/10/26 4:09:15 PM GMT+4","Dev","Pelmen","1946","CNT-FAI","1937, quarter 3","Nobody","Did not end","USA","USA","","","","","1939, quarter 2","No","Late 1940","1944, quarter 1","Reichspakt","Nobody","","1944, quarter 1","","","No","1940, quarter 4","","","","","Did not join","","Did not join","","Yes, successfully","No","Socialist Republic of Italy, on its own","Chile","1938, quarter 1","Brazil","The Pact","1937, quarter 3","The Cairo Pact","","","","1942, quarter 3","Yes, but OTT still lost the war","Iraq;Kurdistan;Assyria;Cyprus;Armenia;Tripolitania;Cyrenaica","Bharatiya Commune","No","Donau-Adriabund","1938, quarter 3","1940","Did not happen","1943","Did not happen","Did not happen","Did not happen","1941","No","Nobody","Could not push into China","Kumul Khanate","1942","Mongolia and Tibet","1938","Anqing Clique","Quarter 2, 1937"
"2022/10/26 4:09:30 PM GMT+4","Dev","Pelmen","1945","CNT-FAI","1938, quarter 1","GEA (with or without Vietnam)","1938, quarter 1","CSA","","","CSA","","","1942, quarter 2","Yes, sided with USA","Late 1940","1945, quarter 1","Internationale","Russia","1945, quarter 1","","","","Yes, during or after WK2","1941, quarter 1","1942, quarter 4","Someone else","","","1941, quarter 1","1945, quarter 2","1941, quarter 1","Yes, during or after WK2","Yes, was repelled","Yes, was repelled","Split between starting nations","Chile","1938, quarter 1","Brazil","The Pact","1937, quarter 2","The Ottoman Empire","","","","1942, quarter 4","Yes, and OTT won the war","Iraq;Kurdistan;Cyprus;Armenia;Tripolitania;Cyrenaica","Bharatiya Commune","No","Belgrade Pact","1938, quarter 2","1942","Did not happen","1940","1939","1941","1940","Did not happen","Started by Transamur","Nobody","Conquered all of China","Nobody","Did not end","Mongolia and Tibet","1939","Anqing Clique","Quarter 2, 1937"
